,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Capacity,population,income,latinos,blacks,white,asian,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
123,AVONDALE,Science ,face_to_face,3,30.0,6.0,41.94129435333333,10.0,39262.0,46519.0,0.644,0.025,0.284,0.03,2.7,12.1,5.0,15.7,28.4,35760.0,34.1,0.0007640976007335337
124,AVONDALE,Science ,online,1,10.0,6.0,41.94128418,10.0,39262.0,46519.0,0.644,0.025,0.284,0.03,2.7,12.1,5.0,15.7,28.4,35760.0,34.1,0.00025469920024451123
125,AVONDALE,Sports + Wellness.,face_to_face,1468,19297.0,56.76021798365122,41.94945686994562,13.14509536784741,39262.0,46519.0,0.644,0.025,0.284,0.03,2.7,12.1,5.0,15.7,28.4,35760.0,34.1,0.4914930467118333
126,AVONDALE,Sports + Wellness.,online,14,190.0,7.142857142857143,41.94130216285715,13.571428571428571,39262.0,46519.0,0.644,0.025,0.284,0.03,2.7,12.1,5.0,15.7,28.4,35760.0,34.1,0.004839284804645713
127,AVONDALE,Work + Career ,face_to_face,2,120.0,19.5,41.93750763,60.0,39262.0,46519.0,0.644,0.025,0.284,0.03,2.7,12.1,5.0,15.7,28.4,35760.0,34.1,0.003056390402934135
128,BELMONT CRAGIN,Academic Support,face_to_face,25,253.0,8.48,41.92519668640001,10.12,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.003212984011277193
129,BELMONT CRAGIN,Academic Support,online,5,60.0,5.0,41.92393188999999,12.0,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.0007619724927930101
130,BELMONT CRAGIN,Building & Fixing Things,face_to_face,7,75.0,24.714285714285715,41.91624178,10.714285714285714,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.0009524656159912628
131,BELMONT CRAGIN,Digital Media.,face_to_face,1,12.0,17.0,41.92290115,12.0,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.00015239449855860204
132,BELMONT CRAGIN,Healthcare,face_to_face,1,10.0,6.0,41.92290115,10.0,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.00012699541546550168
133,BELMONT CRAGIN,Helping Your Community.,face_to_face,4,134.0,17.0,41.9219875325,33.5,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.0017017385672377227
134,BELMONT CRAGIN,Managing Money.,online,1,18.0,99.0,,18.0,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.00022859174783790306
135,BELMONT CRAGIN,Music & Art.,face_to_face,167,39702.0,54.51497005988024,41.92680431826351,237.73652694610777,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.5041971984811349
136,BELMONT CRAGIN,Music & Art.,online,21,285.0,8.80952380952381,41.92325101999999,13.571428571428571,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.0036193693407667983
137,BELMONT CRAGIN,Nature.,face_to_face,26,72.0,71.1923076923077,41.92334952500001,2.769230769230769,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.0009143669913516122
138,BELMONT CRAGIN,Nature.,online,1,10.0,6.0,41.9228859,10.0,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.00012699541546550168
139,BELMONT CRAGIN,Performance.,face_to_face,2,250.0,57.0,41.92308235,125.0,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.0031748853866375424
140,BELMONT CRAGIN,Reading & Writing.,face_to_face,67,1888.0,47.59701492537314,41.93291587014919,28.17910447761194,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.02397673443988672
141,BELMONT CRAGIN,Reading & Writing.,online,5,60.0,5.6,41.923397068,12.0,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.0007619724927930101
142,BELMONT CRAGIN,Science ,face_to_face,12,70.0,7.916666666666667,41.92908572916667,5.833333333333333,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.0008889679082585119
143,BELMONT CRAGIN,Social Studies ,face_to_face,1,0.0,99.0,41.93669891,0.0,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.0
144,BELMONT CRAGIN,Sports + Wellness.,face_to_face,445,10565.0,28.586516853932583,41.92360651078618,23.741573033707866,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.13417065643930254
145,BELMONT CRAGIN,Sports + Wellness.,online,34,384.0,51.3235294117647,41.92288589999999,11.294117647058824,78743.0,42842.0,0.789,0.032,0.152,0.02,7.3,15.2,5.1,31.6,37.0,21612.0,56.3,0.004876623953875265
146,BEVERLY,Academic Support,face_to_face,8,192.0,20.875,41.709026815,24.0,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.009583707696915245
147,BEVERLY,Building & Fixing Things,face_to_face,64,375.0,40.21875,41.71611190124998,5.859375,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.018718179095537586
148,BEVERLY,Computers.,face_to_face,4,2011.0,99.0,41.72137642,502.75,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.10037935509633623
149,BEVERLY,Food.,face_to_face,2,24.0,6.0,41.71929932,12.0,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.0011979634621144056
150,BEVERLY,Helping Your Community.,face_to_face,1,0.0,24.0,41.70734787,0.0,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.0
151,BEVERLY,Music & Art.,face_to_face,280,21720.0,37.075,41.71828820625012,77.57142857142857,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,1.084156933213537
152,BEVERLY,Nature.,face_to_face,17,455.0,88.05882352941177,41.71413152529412,26.764705882352942,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.022711390635918937
153,BEVERLY,Performance.,face_to_face,31,483.0,53.064516129032256,41.706367245806454,15.580645161290322,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.02410901467505241
154,BEVERLY,Reading & Writing.,face_to_face,65,5523.0,35.89230769230769,41.720423773692275,84.96923076923076,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.27568134171907754
155,BEVERLY,Science ,face_to_face,17,1594.0,93.52941176470588,41.72057163529411,93.76470588235294,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.07956473994209844
156,BEVERLY,Social Studies ,face_to_face,2,1831.0,99.0,41.72140122,915.5,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.09139462913047819
157,BEVERLY,Sports + Wellness.,face_to_face,530,13405.0,30.89433962264151,41.71713530575506,25.29245283018868,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.6691125087351503
158,BEVERLY,Sports + Wellness.,online,8,82.0,34.5,41.71930313000001,10.25,20034.0,83092.0,0.046,0.341,0.588,0.006,0.6,5.7,5.9,2.5,40.4,55811.0,26.3,0.004093041828890885
159,BRIDGEPORT,Academic Support,face_to_face,33,2240.0,12.878787878787879,41.83262333757574,67.87878787878788,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.07005034868811959
160,BRIDGEPORT,Academic Support,online,1,10.0,6.0,41.84115219,10.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0003127247709291053
161,BRIDGEPORT,Building & Fixing Things,face_to_face,1,18.0,99.0,41.83102417,18.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0005629045876723895
162,BRIDGEPORT,Customer/Human Service,face_to_face,1,21.0,21.0,41.68122482,21.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0006567220189511212
163,BRIDGEPORT,Healthcare,face_to_face,1,20.0,99.0,41.84400177,20.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0006254495418582106
164,BRIDGEPORT,Helping Your Community.,face_to_face,4,213.0,36.0,41.798108102499995,53.25,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.006661037620789943
165,BRIDGEPORT,Helping Your Community.,online,2,30.0,99.0,41.84115219,15.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0009381743127873159
166,BRIDGEPORT,Managing Money.,face_to_face,2,221.0,22.5,41.681211469999994,110.5,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.006911217437533227
167,BRIDGEPORT,Music & Art.,face_to_face,246,64782.0,35.113821138211385,41.83396466654461,263.3414634146341,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,2.02589361103293
168,BRIDGEPORT,Music & Art.,online,1,20.0,99.0,41.84115219,20.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0006254495418582106
169,BRIDGEPORT,Nature.,face_to_face,18,75.0,72.44444444444444,41.8269543138889,4.166666666666667,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.00234543578196829
170,BRIDGEPORT,Performance.,face_to_face,1,40.0,18.0,41.84299851,40.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0012508990837164211
171,BRIDGEPORT,Reading & Writing.,face_to_face,60,4807.0,29.633333333333333,41.8333216996666,80.11666666666666,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.1503267973856209
172,BRIDGEPORT,Reading & Writing.,online,1,10.0,6.0,41.84115219,10.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0003127247709291053
173,BRIDGEPORT,Science ,face_to_face,11,58.0,10.727272727272727,41.83286424272727,5.2727272727272725,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0018138036713888108
174,BRIDGEPORT,Social Studies ,face_to_face,1,99.0,99.0,41.83263779,99.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0030959752321981426
175,BRIDGEPORT,Sports + Wellness.,face_to_face,408,6560.0,44.8014705882353,41.83883765132356,16.07843137254902,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.2051474497294931
176,BRIDGEPORT,Sports + Wellness.,online,14,210.0,99.0,41.841220854285716,15.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.006567220189511211
177,BRIDGEPORT,Work + Career ,online,1,0.0,24.0,41.83224487,0.0,31977.0,42382.0,0.27,0.021,0.351,0.345,3.2,14.0,6.8,19.1,32.8,31693.0,41.1,0.0
178,BRIGHTON PARK,Academic Support,face_to_face,5,70.0,14.2,41.816501622,14.0,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.001542937753482631
179,BRIGHTON PARK,Academic Support,online,1,1865.0,99.0,,1865.0,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.041108270146358664
180,BRIGHTON PARK,Building & Fixing Things,face_to_face,5,1449.0,18.8,41.815074156,289.8,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.031938811497090464
181,BRIGHTON PARK,Computers.,face_to_face,3,112.0,70.33333333333333,41.81507873333334,37.333333333333336,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.0024687004055722094
182,BRIGHTON PARK,Customer/Human Service,face_to_face,6,0.0,6.5,41.805305483333335,0.0,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.0
183,BRIGHTON PARK,Healthcare,face_to_face,18,1813.0,24.72222222222222,41.81192355888888,100.72222222222223,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.039962087815200144
184,BRIGHTON PARK,Managing Money.,face_to_face,9,6226.0,54.666666666666664,41.814820181111116,691.7777777777778,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.13723329218832658
185,BRIGHTON PARK,Music & Art.,face_to_face,105,20092.0,41.8,41.817899683904734,191.35238095238094,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.44286721918532884
186,BRIGHTON PARK,Reading & Writing.,face_to_face,157,8693735.0,26.78343949044586,41.815953367197444,55374.108280254775,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,191.62702786104742
187,BRIGHTON PARK,Reading & Writing.,online,2,18.0,50.5,,9.0,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.0003967554223241051
188,BRIGHTON PARK,Science ,face_to_face,7,184994.0,27.571428571428573,41.814614975714285,26427.714285714286,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,4.077631810968083
189,BRIGHTON PARK,Science ,online,1,1813.0,99.0,,1813.0,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.039962087815200144
190,BRIGHTON PARK,Social Studies ,face_to_face,1,99.0,99.0,41.81510162,99.0,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.002182154822782578
191,BRIGHTON PARK,Sports + Wellness.,face_to_face,46,1668.0,14.478260869565217,41.819299619565186,36.26086956521739,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.036766002468700404
192,BRIGHTON PARK,Sports + Wellness.,online,3,42.0,40.0,41.81925583,14.0,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.0009257626520895785
193,BRIGHTON PARK,Work + Career ,face_to_face,2,85.0,21.5,41.812183385,42.5,45368.0,39289.0,0.853,0.012,0.081,0.05,9.2,18.8,10.7,34.0,37.5,18313.0,65.5,0.0018735672720860519
194,BURNSIDE,Music & Art.,face_to_face,1,100.0,99.0,41.72407532,100.0,2916.0,32553.0,0.007,0.977,0.007,0.0,1.8,19.8,15.9,14.2,40.2,26587.0,49.1,0.03429355281207133
195,BURNSIDE,Performance.,face_to_face,1,100.0,99.0,41.72409821,100.0,2916.0,32553.0,0.007,0.977,0.007,0.0,1.8,19.8,15.9,14.2,40.2,26587.0,49.1,0.03429355281207133
196,Back of the Yards,Academic Support,face_to_face,72,2689.0,68.20833333333333,41.80764283041666,37.34722222222222,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.060594452081032965
197,Back of the Yards,Academic Support,online,1,10.0,6.0,41.86417007,10.0,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.00022534195641886562
198,Back of the Yards,Building & Fixing Things,face_to_face,15,994293.0,60.93333333333333,41.801841992666674,66286.2,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,22.405592987358315
199,Back of the Yards,Computers.,face_to_face,20,204444.0,82.85,41.822608757,10222.2,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,4.606981093809856
200,Back of the Yards,Customer/Human Service,face_to_face,1,21.0,21.0,41.68122482,21.0,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.00047321810847961783
201,Back of the Yards,Digital Media.,face_to_face,1,0.0,24.0,41.80139923,0.0,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.0
202,Back of the Yards,Food.,face_to_face,1,0.0,18.0,41.80799866,0.0,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.0
203,Back of the Yards,Healthcare,face_to_face,53,65.0,21.566037735849058,41.807373337169835,1.2264150943396226,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.0014647227167226267
204,Back of the Yards,Helping Your Community.,face_to_face,14,276.0,40.07142857142857,41.79155027,19.714285714285715,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.006219437997160691
205,Back of the Yards,Managing Money.,face_to_face,14,887.0,88.07142857142857,41.78799465642857,63.357142857142854,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.019987831534353382
206,Back of the Yards,Music & Art.,face_to_face,507,1700150.0,40.26627218934911,41.806106833077045,3353.353057199211,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,38.31151272055344
207,Back of the Yards,Music & Art.,online,6,98.0,41.166666666666664,41.818354032,16.333333333333332,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.002208351172904883
208,Back of the Yards,Nature.,face_to_face,34,269.0,89.47058823529412,41.80632692235294,7.911764705882353,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.006061698627667486
209,Back of the Yards,Performance.,face_to_face,3,400.0,99.0,41.804833730000006,133.33333333333334,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.009013678256754625
210,Back of the Yards,Reading & Writing.,face_to_face,140,7302.0,32.25714285714286,41.81225166385722,52.15714285714286,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.16454469657705567
211,Back of the Yards,Reading & Writing.,online,1,1813.0,99.0,,1813.0,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.04085449669874034
212,Back of the Yards,Science ,face_to_face,61,223.0,20.24590163934426,41.81090201967215,3.6557377049180326,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.005025125628140704
213,Back of the Yards,Social Studies ,face_to_face,1,0.0,99.0,41.79479981,0.0,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.0
214,Back of the Yards,Sports + Wellness.,face_to_face,430,8106.0,38.269767441860466,41.807091557371976,18.851162790697675,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.18266218987313249
215,Back of the Yards,Sports + Wellness.,online,48,567.0,64.22916666666667,41.84641313187499,11.8125,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.012776888928949681
216,Back of the Yards,Work + Career ,face_to_face,2,30.0,21.0,41.80211067,15.0,44377.0,32222.0,0.573,0.296,0.106,0.016,5.5,28.7,16.8,30.6,40.2,18040.0,67.0,0.0006760258692565968
217,Bronzeville/South Lakefront,Academic Support,face_to_face,109,3400.0,39.559633027522935,41.812726117339444,31.192660550458715,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.07377671693609635
218,Bronzeville/South Lakefront,Academic Support,online,4,50.0,6.0,41.80490875,12.5,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.0010849517196484756
219,Bronzeville/South Lakefront,Building & Fixing Things,face_to_face,28,651.0,40.25,41.811380386428574,23.25,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.014126071389823153
220,Bronzeville/South Lakefront,Computers.,face_to_face,30,2235.0,43.93333333333333,41.80916150366667,74.5,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.04849734186828686
221,Bronzeville/South Lakefront,Customer/Human Service,face_to_face,2,0.0,40.0,41.81717682,0.0,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.0
222,Bronzeville/South Lakefront,Digital Media.,face_to_face,8,80.0,27.125,41.81423139625,10.0,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.001735922751437561
223,Bronzeville/South Lakefront,Food.,face_to_face,28,238.0,26.464285714285715,41.817642078571446,8.5,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.005164370185526744
224,Bronzeville/South Lakefront,Food.,online,4,60.0,13.0,41.83043671,15.0,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.0013019420635781707
225,Bronzeville/South Lakefront,Healthcare,face_to_face,20,30.0,26.55,41.814744378000015,1.5,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.0006509710317890853
226,Bronzeville/South Lakefront,Healthcare,online,1,139.0,18.0,,139.0,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.003016165780622762
227,Bronzeville/South Lakefront,Helping Your Community.,face_to_face,38,550.0,29.763157894736842,41.81997008210526,14.473684210526315,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.011934468916133232
228,Bronzeville/South Lakefront,Helping Your Community.,online,5,40.0,53.0,41.813980103333336,8.0,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.0008679613757187805
229,Bronzeville/South Lakefront,Managing Money.,face_to_face,57,4526.0,99.0,41.81068808877195,79.40350877192982,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.09820982966258002
230,Bronzeville/South Lakefront,Managing Money.,online,1,18.0,99.0,,18.0,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.00039058261907345124
231,Bronzeville/South Lakefront,Math,face_to_face,3,815.0,18.666666666666668,41.81903203666666,271.6666666666667,46085.0,27215.0,0.01933333333333333,0.8693333333333332,0.046000000000000006,0.04533333333333334,1.8999999999999997,29.599999999999998,15.800000000000002,10.433333333333332,36.699999999999996,28819.0,48.800000000000004,0.017684713030270152
